19760001,1,19760001_115(jinw****),15476,jinw****,19760001_115,감각의 제국,"드라마,성인물(에로)",    쪽바리 애들은 영화질 그만 떨어뜨리고 포르노계나 진출해라...     
19760001,10,19760001_116(agoa****),15477,agoa****,19760001_116,감각의 제국,"드라마,성인물(에로)",    보고나서 머리가 엄청나게 아팠다 그리고 내 기억에 영원히 박히고 말았다     
19760001,3,19760001_117(mir2****),15478,mir2****,19760001_117,감각의 제국,"드라마,성인물(에로)",    포르노든 예술이든 지루한건 지루한거다     
19760001,1,19760001_118(kpcc****),15479,kpcc****,19760001_118,감각의 제국,"드라마,성인물(에로)","    글쎄, 저런것도 사랑이라고 말할 수 있을까?     "
19760001,3,19760001_119(sizc****),15480,sizc****,19760001_119,감각의 제국,"드라마,성인물(에로)",    포르노를 능가함     
19760001,8,이룸(snow****),6346663,snow****,이룸,감각의 제국,"드라마,성인물(에로)",    사랑과 섹스. 결국 언제나 실패할 수 밖에 없는 그 눈물겨운 절망의 기록.     
19760001,3,아그네스(wjda****),6088767,wjda****,아그네스,감각의 제국,"드라마,성인물(에로)",    진심에 대해 집착하는 여자와 섹스 앞에 진실을 놓치는 남자     
19760001,1,19760001_122(lill****),15482,lill****,19760001_122,감각의 제국,"드라마,성인물(에로)",    이거 근데... 너무 지루했고 재미도 감동도 없어서.. 영 GG     
19760001,10,19760001_123(worn****),15483,worn****,19760001_123,감각의 제국,"드라마,성인물(에로)",    진정한 사랑이 아닌 쾌락을 위한 사랑은 결국 파멸에 이른다.     
19760001,10,생각이현실이 된다(kkbb****),5947487,kkbb****,생각이현실이 된다,감각의 제국,"드라마,성인물(에로)",    명작이다 감독의 연출이 최고의 녹아든 작품     
19760001,7,19760001_125(nice****),15484,nice****,19760001_125,감각의 제국,"드라마,성인물(에로)",    단순히 야한 영화라고만 하기에는 미학이 느껴지는데... 그냥 있어보이게 한건지...     
19760001,9,오오카미(purp****),6227610,purp****,오오카미,감각의 제국,"드라마,성인물(에로)",    극단적 탐미주의를 잘 표현한 작품. 70년대 중반에 이런 영화를 만들었다는 사실이 놀라움. 무삭제판을 관람하기 위해 프랑스여행을 하는 일본인이 많았다는 후문 또한 영화의 인기를 말해준다.     
19760001,10,레니토이(534k****),5628854,534k****,레니토이,감각의 제국,"드라마,성인물(에로)",    이거 유명한 작품아닌가.     
19760001,10,19760001_128(wind****),15485,wind****,19760001_128,감각의 제국,"드라마,성인물(에로)",    욕망을 추구하다 순간 몰락하는 일본의 모습에 투영 이라고배움     
19760001,5,19760001_129(deff****),15486,deff****,19760001_129,감각의 제국,"드라마,성인물(에로)",    본능을 벗어나기는 정말 어렵다     
19760001,5,19760001_130(seok****),15487,seok****,19760001_130,감각의 제국,"드라마,성인물(에로)",    Not Bad     
19760001,8,19760001_131(pjhl****),15488,pjhl****,19760001_131,감각의 제국,"드라마,성인물(에로)",    이런. 열정의 제국과 헷갈렸다. 꽤나 잘만든 에로물이라고 생각한다. 엽기적이지만     
19760001,9,19760001_132(ichn****),15489,ichn****,19760001_132,감각의 제국,"드라마,성인물(에로)",    군국주의와 에로티시즘? 어려운건 잘모르겠다. 하지만 알고 보면 이해간다     
19760001,6,19760001_133(hadl****),15490,hadl****,19760001_133,감각의 제국,"드라마,성인물(에로)",    영원한 합일을 위한 무의미하고 허망한 몸부림. 너무 색정광으로만 그렸다.     
19760001,6,19760001_134(nala****),15491,nala****,19760001_134,감각의 제국,"드라마,성인물(에로)",    개봉당시에는 모르겠으나 지금봐서는 아닌듯 하다     
19760001,7,19760001_135(oklo****),15492,oklo****,19760001_135,감각의 제국,"드라마,성인물(에로)",    탐미적이고 자학적인 에로티시즘     
19760001,8,19760001_136(hkc8****),15493,hkc8****,19760001_136,감각의 제국,"드라마,성인물(에로)",    괜찮네요     
19760001,7,19760001_137(okjo****),15494,okjo****,19760001_137,감각의 제국,"드라마,성인물(에로)",    오시마 나기사의 문제작 이런 영화를 기다려왔다     
19760001,10,19760001_138(jin0****),15495,jin0****,19760001_138,감각의 제국,"드라마,성인물(에로)",    굿굿굿굿굿굿굿굿     
19760001,10,19760001_139(ttmi****),15496,ttmi****,19760001_139,감각의 제국,"드라마,성인물(에로)",    남녀성기노출이심하고정액나오는게그대로보여지네윽     
19760001,10,19760001_140(inso****),15497,inso****,19760001_140,감각의 제국,"드라마,성인물(에로)",    캐릭터들이 매력적인 영화     
19760001,7,19760001_141(expr****),15498,expr****,19760001_141,감각의 제국,"드라마,성인물(에로)",    사랑은 잔인한 집착~~     
19760001,9,19760001_142(juli****),15499,juli****,19760001_142,감각의 제국,"드라마,성인물(에로)",    머리로 보니 좋더라 눈으로 봐도 이젠 좋다 나이가 들었나     
19760001,9,19760001_143(ichi****),15500,ichi****,19760001_143,감각의 제국,"드라마,성인물(에로)",    )무삭제판)충격적인영상도나왔지만일반포르노영화와는 다른느낌     
19760001,10,19760001_144(mrfn****),15501,mrfn****,19760001_144,감각의 제국,"드라마,성인물(에로)",    잼나염     
19760001,5,19760001_145(jk30****),15502,jk30****,19760001_145,감각의 제국,"드라마,성인물(에로)",    두뇌가있기에 .이런사랑도.잇게지.쩝     
19760001,10,19760001_146(mero****),15503,mero****,19760001_146,감각의 제국,"드라마,성인물(에로)",    정말 좋은영화 입니다 기리남을 사랑을 순수하면서도 날카롭게 그려내고     
19760001,8,19760001_147(sexy****),15504,sexy****,19760001_147,감각의 제국,"드라마,성인물(에로)",    포르노를 방불케하는 장면에대한 거부감만 없다면 놓칠수없는 수작!     
19760001,1,SQUARE IDIOT(yujs****),4953167,yujs****,SQUARE IDIOT,감각의 제국,"드라마,성인물(에로)",    12.02.25.포르노그라피를 예술로써 승화시켰다는 그 평가만큼은 죽을 때까지 이해하지 못할 것 같다.난 딱 그 수준이라는 것을 깨달았다. 진심으로.     
19760001,1,19760001_149(jose****),15505,jose****,19760001_149,감각의 제국,"드라마,성인물(에로)",    영화의 질에 비해 가격이 너무 비싸요     
